YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ADMINISTRATOR_FTE,ADMINISTRATOR_SALARY_AVERAGE,TEACHER_FTE,TEACHER_SALARY_AVG,TEACHER_SALARY_AVG_REG_TERM,TEACHER_AVERAGE_YEARS_EXP,TEACHER_MAST_DEGREE_PERCENT
2014,045076,NEW FRANKLIN R-I,4020,New Franklin Elementary,1.00,55000,18.73,33998,33689,10.5,33.4
2015,045076,NEW FRANKLIN R-I,4020,New Franklin Elementary,1.00,57458,18.73,35409,34884,12.3,44.1
2016,045076,NEW FRANKLIN R-I,4020,New Franklin Elementary,1.00,59634,19.28,36061,35557,12.7,40.2
2017,045076,NEW FRANKLIN R-I,4020,New Franklin Elementary,1.00,61273,18.46,36487,36127,12.4,59
2018,045076,NEW FRANKLIN R-I,4020,New Franklin Elementary,1.00,63418,18.49,37568,37212,13.2,53.7
2019,045076,NEW FRANKLIN R-I,4020,New Franklin Elementary,1.00,66272,18.38,39225,38927,14.9,64.3
2012,045077,FAYETTE R-III,1000,CENTRAL OFFICE,1.50,80592,0.00,0,0,0,0
2013,045077,FAYETTE R-III,1000,CENTRAL OFFICE,2.00,78112,0.00,0,0,0,0
2014,045077,FAYETTE R-III,1000,CENTRAL OFFICE,2.00,77500,0.00,0,0,0,0
2015,045077,FAYETTE R-III,1000,CENTRAL OFFICE,2.00,79900,0.00,0,0,0,0
2016,045077,FAYETTE R-III,1000,CENTRAL OFFICE,2.00,81738,0.00,0,0,0,0
2017,045077,FAYETTE R-III,1000,CENTRAL OFFICE,2.00,84012,0.00,0,0,0,0
2018,045077,FAYETTE R-III,1000,CENTRAL OFFICE,2.00,88193,0.00,0,0,0,0
2019,045077,FAYETTE R-III,1000,CENTRAL OFFICE,2.00,86550,0.00,0,0,0,0
2012,045077,FAYETTE R-III,1050,FAYETTE HIGH,1.00,66511,17.50,37296,35575,15.1,71.7
2013,045077,FAYETTE R-III,1050,FAYETTE HIGH,1.00,68000,17.82,37894,36137,14.7,73
2014,045077,FAYETTE R-III,1050,FAYETTE HIGH,1.00,74000,18.26,37907,36134,12.7,63.1
2015,045077,FAYETTE R-III,1050,FAYETTE HIGH,1.00,76220,17.20,38971,36781,12.6,56.4
2016,045077,FAYETTE R-III,1050,FAYETTE HIGH,1.00,77973,17.28,39301,37155,10.3,74
2017,045077,FAYETTE R-III,1050,FAYETTE HIGH,1.00,73500,18.82,40117,37738,11.3,67.4
2018,045077,FAYETTE R-III,1050,FAYETTE HIGH,1.00,70000,18.93,40840,38363,11.7,59.7
2019,045077,FAYETTE R-III,1050,FAYETTE HIGH,1.00,70700,17.64,40567,38092,11.6,55.2
2012,045077,FAYETTE R-III,3000,WM. N. CLARK MIDDLE,0.50,66446,10.95,34533,33481,9.9,67.6
2013,045077,FAYETTE R-III,3000,WM. N. CLARK MIDDLE,0.50,68600,10.44,34949,34101,10.8,55.5
2014,045077,FAYETTE R-III,3000,WM. N. CLARK MIDDLE,1.00,56000,10.24,35074,34100,12.8,56.2
2015,045077,FAYETTE R-III,3000,WM. N. CLARK MIDDLE,1.00,57680,9.60,35970,34706,11.6,39.4
2016,045077,FAYETTE R-III,3000,WM. N. CLARK MIDDLE,1.00,59008,10.10,36786,35059,11.6,48.5
2017,045077,FAYETTE R-III,3000,WM. N. CLARK MIDDLE,1.00,60601,9.81,39166,36711,14,58.4
2018,045077,FAYETTE R-III,3000,WM. N. CLARK MIDDLE,1.00,68000,9.90,40022,37560,14.6,53
2019,045077,FAYETTE R-III,3000,WM. N. CLARK MIDDLE,1.00,68680,10.35,39956,37936,14.3,49
2012,045077,FAYETTE R-III,4040,LAURENCE J. DALY ELEM.,0.50,66444,26.35,34453,34102,12.5,50.7
2013,045077,FAYETTE R-III,4040,LAURENCE J. DALY ELEM.,0.50,68600,26.54,35091,34840,13.9,45.3
2014,045077,FAYETTE R-III,4040,LAURENCE J. DALY ELEM.,1.00,56000,26.75,35702,35537,14,48.5
2015,045077,FAYETTE R-III,4040,LAURENCE J. DALY ELEM.,1.00,57680,26.48,36271,36099,13.4,48.3
2016,045077,FAYETTE R-III,4040,LAURENCE J. DALY ELEM.,1.00,59006,26.10,36599,36436,13.4,52.9
2017,045077,FAYETTE R-III,4040,LAURENCE J. DALY ELEM.,1.00,60599,26.92,37491,37294,14.2,60
2018,045077,FAYETTE R-III,4040,LAURENCE J. DALY ELEM.,1.00,68435,25.67,37644,37455,13.7,54.3
2019,045077,FAYETTE R-III,4040,LAURENCE J. DALY ELEM.,1.00,69119,23.96,37658,37423,14.1,54.8
2012,045078,GLASGOW,1000,CENTRAL OFFICE,2.00,60089,0.00,0,0,0,0
2013,045078,GLASGOW,1000,CENTRAL OFFICE,2.00,60753,0.00,0,0,0,0
2014,045078,GLASGOW,1000,CENTRAL OFFICE,2.00,61963,0.00,0,0,0,0
2015,045078,GLASGOW,1000,CENTRAL OFFICE,2.00,63240,0.00,0,0,0,0
2016,045078,GLASGOW,1000,CENTRAL OFFICE,3.00,68035,0.00,0,0,0,0
2017,045078,GLASGOW,1000,CENTRAL OFFICE,2.86,70548,0.00,0,0,0,0
2018,045078,GLASGOW,1000,CENTRAL OFFICE,2.00,78530,0.00,0,0,0,0
2019,045078,GLASGOW,1000,CENTRAL OFFICE,2.00,81927,0.00,0,0,0,0
2012,045078,GLASGOW,1050,GLASGOW HIGH,0.50,81700,14.22,37641,35306,15.8,23.8
2013,045078,GLASGOW,1050,GLASGOW HIGH,0.50,82820,14.02,36231,34487,13,32.7
2014,045078,GLASGOW,1050,GLASGOW HIGH,0.50,83420,14.62,37213,34898,14.1,41.2
2015,045078,GLASGOW,1050,GLASGOW HIGH,0.50,84752,14.68,38270,36073,15.1,41.5
2016,045078,GLASGOW,1050,GLASGOW HIGH,0.50,55000,14.70,38893,36272,15.9,30.7
2017,045078,GLASGOW,1050,GLASGOW HIGH,0.50,57000,15.45,40411,37691,15.1,39.6
2018,045078,GLASGOW,1050,GLASGOW HIGH,0.50,55000,16.63,39561,36627,17.1,46.2
2019,045078,GLASGOW,1050,GLASGOW HIGH,0.50,56816,17.49,40999,38058,15.2,44.7
2012,045078,GLASGOW,4020,GLASGOW ELEMENTARY.,0.50,61586,13.58,37824,35811,17,57.7
2013,045078,GLASGOW,4020,GLASGOW ELEMENTARY.,0.50,62006,15.02,34604,33771,12.3,59.4
2014,045078,GLASGOW,4020,GLASGOW ELEMENTARY.,0.50,64006,14.42,35218,34828,13.6,58.7
2015,045078,GLASGOW,4020,GLASGOW ELEMENTARY.,0.50,65118,13.56,34726,34354,11.4,62
2016,045078,GLASGOW,4020,GLASGOW ELEMENTARY.,0.50,55000,14.42,34726,34176,10.6,58.4
2017,045078,GLASGOW,4020,GLASGOW ELEMENTARY.,0.50,57000,14.30,35817,35169,11.7,55.1
2018,045078,GLASGOW,4020,GLASGOW ELEMENTARY.,0.50,55000,14.31,36772,36231,12,70.2
2019,045078,GLASGOW,4020,GLASGOW ELEMENTARY.,0.50,56814,12.29,38467,37908,14.4,72.5
2012,046128,HOWELL VALLEY R-I,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2013,046128,HOWELL VALLEY R-I,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2014,046128,HOWELL VALLEY R-I,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2015,046128,HOWELL VALLEY R-I,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2016,046128,HOWELL VALLEY R-I,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2017,046128,HOWELL VALLEY R-I,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2018,046128,HOWELL VALLEY R-I,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2019,046128,HOWELL VALLEY R-I,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2012,046128,HOWELL VALLEY R-I,4020,HOWELL VALLEY ELEM.,2.00,74434,16.53,39365,39365,15.5,62.3
2013,046128,HOWELL VALLEY R-I,4020,HOWELL VALLEY ELEM.,2.00,78983,17.42,40849,40849,16.6,56.1
2014,046128,HOWELL VALLEY R-I,4020,HOWELL VALLEY ELEM.,2.00,83623,17.48,39364,39364,14.5,48.2
2015,046128,HOWELL VALLEY R-I,4020,HOWELL VALLEY ELEM.,2.00,76850,17.76,38501,38501,15.2,50.2
2016,046128,HOWELL VALLEY R-I,4020,HOWELL VALLEY ELEM.,2.00,78387,17.27,39212,39212,15,51.2
2017,046128,HOWELL VALLEY R-I,4020,HOWELL VALLEY ELEM.,2.00,82624,17.52,40331,40331,15.4,57.6
2018,046128,HOWELL VALLEY R-I,4020,HOWELL VALLEY ELEM.,2.00,84164,18.53,43335,43335,17,62.2
2019,046128,HOWELL VALLEY R-I,4020,HOWELL VALLEY ELEM.,2.00,87879,19.07,41904,41904,16.8,52.8
2012,046130,MOUNTAIN VIEW-BIRCH TREE R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2013,046130,MOUNTAIN VIEW-BIRCH TREE R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2014,046130,MOUNTAIN VIEW-BIRCH TREE R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2015,046130,MOUNTAIN VIEW-BIRCH TREE R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2016,046130,MOUNTAIN VIEW-BIRCH TREE R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2017,046130,MOUNTAIN VIEW-BIRCH TREE R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2018,046130,MOUNTAIN VIEW-BIRCH TREE R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2019,046130,MOUNTAIN VIEW-BIRCH TREE R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2012,046130,MOUNTAIN VIEW-BIRCH TREE R-III,1050,LIBERTY SR. HIGH,2.50,85779,25.60,36791,34997,11,48.8
2013,046130,MOUNTAIN VIEW-BIRCH TREE R-III,1050,LIBERTY SR. HIGH,2.50,82625,25.60,37763,35848,11.7,45.7
2014,046130,MOUNTAIN VIEW-BIRCH TREE R-III,1050,LIBERTY SR. HIGH,2.50,83825,25.60,37749,35756,12.6,43.4
2015,046130,MOUNTAIN VIEW-BIRCH TREE R-III,1050,LIBERTY SR. HIGH,1.50,67000,24.90,36813,34936,12.5,41
2016,046130,MOUNTAIN VIEW-BIRCH TREE R-III,1050,LIBERTY SR. HIGH,2.50,85000,25.50,36850,34425,11.1,38
2017,046130,MOUNTAIN VIEW-BIRCH TREE R-III,1050,LIBERTY SR. HIGH,1.50,67375,26.80,36303,33323,9.5,44.4
2018,046130,MOUNTAIN VIEW-BIRCH TREE R-III,1050,LIBERTY SR. HIGH,3.00,63300,27.00,37151,34443,11.1,44.4
2019,046130,MOUNTAIN VIEW-BIRCH TREE R-III,1050,LIBERTY SR. HIGH,3.00,71633,27.52,38540,35500,11,44
2012,046130,MOUNTAIN VIEW-BIRCH TREE R-III,3000,LIBERTY MIDDLE,1.00,80141,20.50,36546,35298,13.6,51.7
2013,046130,MOUNTAIN VIEW-BIRCH TREE R-III,3000,LIBERTY MIDDLE,1.00,81979,20.50,36593,35594,14.6,57.6
2014,046130,MOUNTAIN VIEW-BIRCH TREE R-III,3000,LIBERTY MIDDLE,1.00,81979,21.40,36100,35002,14,57
2015,046130,MOUNTAIN VIEW-BIRCH TREE R-III,3000,LIBERTY MIDDLE,2.00,94021,22.20,35261,34283,14,50
2016,046130,MOUNTAIN VIEW-BIRCH TREE R-III,3000,LIBERTY MIDDLE,1.00,81979,22.30,35497,34153,14.8,47.5
2017,046130,MOUNTAIN VIEW-BIRCH TREE R-III,3000,LIBERTY MIDDLE,2.00,87295,22.00,35142,33572,12.9,42.7
2018,046130,MOUNTAIN VIEW-BIRCH TREE R-III,3000,LIBERTY MIDDLE,2.00,93680,21.70,35078,33600,12.6,37.8
2019,046130,MOUNTAIN VIEW-BIRCH TREE R-III,3000,LIBERTY MIDDLE,2.00,96490,21.33,36997,35434,14.1,43.3
2012,046130,MOUNTAIN VIEW-BIRCH TREE R-III,4010,BIRCH TREE ELEM.,1.00,64559,11.90,36376,35735,13.3,76.5
2013,046130,MOUNTAIN VIEW-BIRCH TREE R-III,4010,BIRCH TREE ELEM.,1.00,72040,11.30,35533,34858,11.8,63.7
2014,046130,MOUNTAIN VIEW-BIRCH TREE R-III,4010,BIRCH TREE ELEM.,1.00,72040,11.50,34219,33732,11,55.7
2015,046130,MOUNTAIN VIEW-BIRCH TREE R-III,4010,BIRCH TREE ELEM.,1.00,72040,13.30,32395,31983,8.8,46.6
2016,046130,MOUNTAIN VIEW-BIRCH TREE R-III,4010,BIRCH TREE ELEM.,0.75,72053,11.60,32850,32566,10.4,53.4
2017,046130,MOUNTAIN VIEW-BIRCH TREE R-III,4010,BIRCH TREE ELEM.,0.90,66946,11.60,33869,33572,11.3,55.2
2018,046130,MOUNTAIN VIEW-BIRCH TREE R-III,4010,BIRCH TREE ELEM.,0.90,75042,11.80,33566,33425,9.6,63.6
2019,046130,MOUNTAIN VIEW-BIRCH TREE R-III,4010,BIRCH TREE ELEM.,0.95,77113,12.95,33647,33290,9.7,42.9
2012,046130,MOUNTAIN VIEW-BIRCH TREE R-III,4020,MOUNTAIN VIEW ELEM.,3.10,66759,37.70,34205,33894,12.9,52.5
2013,046130,MOUNTAIN VIEW-BIRCH TREE R-III,4020,MOUNTAIN VIEW ELEM.,1.10,78843,36.50,34767,34384,12.8,59.2
2014,046130,MOUNTAIN VIEW-BIRCH TREE R-III,4020,MOUNTAIN VIEW ELEM.,1.10,78843,36.30,34549,34297,13.5,56.5
2015,046130,MOUNTAIN VIEW-BIRCH TREE R-III,4020,MOUNTAIN VIEW ELEM.,1.10,78843,36.60,33211,32891,11.8,48.6
2016,046130,MOUNTAIN VIEW-BIRCH TREE R-III,4020,MOUNTAIN VIEW ELEM.,2.00,61594,34.40,33524,32941,12.4,48.8
2017,046130,MOUNTAIN VIEW-BIRCH TREE R-III,4020,MOUNTAIN VIEW ELEM.,2.00,71121,34.90,34173,33791,13.6,51.9
2018,046130,MOUNTAIN VIEW-BIRCH TREE R-III,4020,MOUNTAIN VIEW ELEM.,2.00,75057,34.10,35216,34696,13.6,54
2019,046130,MOUNTAIN VIEW-BIRCH TREE R-III,4020,MOUNTAIN VIEW ELEM.,1.00,87316,35.20,36113,35089,12.3,52.8
2012,046131,WILLOW SPRINGS R-IV,1000,CENTRAL OFFICE,3.00,71173,0.00,0,0,0,0
2013,046131,WILLOW SPRINGS R-IV,1000,CENTRAL OFFICE,3.00,72381,0.00,0,0,0,0
2014,046131,WILLOW SPRINGS R-IV,1000,CENTRAL OFFICE,2.79,74853,0.00,0,0,0,0
2015,046131,WILLOW SPRINGS R-IV,1000,CENTRAL OFFICE,2.79,76140,0.00,0,0,0,0
2016,046131,WILLOW SPRINGS R-IV,1000,CENTRAL OFFICE,2.79,77447,0.00,0,0,0,0
2017,046131,WILLOW SPRINGS R-IV,1000,CENTRAL OFFICE,2.79,78521,0.00,0,0,0,0
2018,046131,WILLOW SPRINGS R-IV,1000,CENTRAL OFFICE,3.00,77931,0.00,0,0,0,0
2019,046131,WILLOW SPRINGS R-IV,1000,CENTRAL OFFICE,2.79,85704,0.00,0,0,0,0
2012,046131,WILLOW SPRINGS R-IV,1050,WILLOW SPRINGS HIGH,1.38,64517,31.06,39719,37366,11.8,60.2
2013,046131,WILLOW SPRINGS R-IV,1050,WILLOW SPRINGS HIGH,1.38,66109,31.44,40602,38564,12.3,59.9
2014,046131,WILLOW SPRINGS R-IV,1050,WILLOW SPRINGS HIGH,1.50,66641,32.92,41862,39856,12.2,72.4
2015,046131,WILLOW SPRINGS R-IV,1050,WILLOW SPRINGS HIGH,1.39,68537,33.77,42222,40323,13.5,73.4
2016,046131,WILLOW SPRINGS R-IV,1050,WILLOW SPRINGS HIGH,1.50,69828,33.65,42352,40842,13.4,70
2017,046131,WILLOW SPRINGS R-IV,1050,WILLOW SPRINGS HIGH,1.50,71213,34.36,43350,41965,12.8,59.4
2018,046131,WILLOW SPRINGS R-IV,1050,WILLOW SPRINGS HIGH,1.50,73539,34.22,43691,42830,13.3,66.1
2019,046131,WILLOW SPRINGS R-IV,1050,WILLOW SPRINGS HIGH,1.50,74641,33.88,45043,43979,13.8,58.3
2012,046131,WILLOW SPRINGS R-IV,3000,WILLOW SPRINGS MIDDLE,2.00,55436,30.40,35771,34457,9.8,35
2013,046131,WILLOW SPRINGS R-IV,3000,WILLOW SPRINGS MIDDLE,2.00,56659,31.02,36591,35360,10.2,43.6
2014,046131,WILLOW SPRINGS R-IV,3000,WILLOW SPRINGS MIDDLE,2.00,58300,33.08,37658,36296,10.3,45.6
2015,046131,WILLOW SPRINGS R-IV,3000,WILLOW SPRINGS MIDDLE,2.00,59562,33.60,38006,36734,10.9,44.6
2016,046131,WILLOW SPRINGS R-IV,3000,WILLOW SPRINGS MIDDLE,2.00,60840,33.27,38767,37476,11,44.3
2017,046131,WILLOW SPRINGS R-IV,3000,WILLOW SPRINGS MIDDLE,2.00,61921,34.45,39975,38419,10.2,43
2018,046131,WILLOW SPRINGS R-IV,3000,WILLOW SPRINGS MIDDLE,2.00,63010,35.70,39810,38739,9.6,37.6
2019,046131,WILLOW SPRINGS R-IV,3000,WILLOW SPRINGS MIDDLE,2.00,64542,35.20,41032,40203,10.8,38.2
2012,046131,WILLOW SPRINGS R-IV,4040,WILLOW SPRINGS ELEM.,2.00,54186,44.62,36140,36063,12,46.2
2013,046131,WILLOW SPRINGS R-IV,4040,WILLOW SPRINGS ELEM.,2.00,55380,44.62,36174,36095,11.1,44
2014,046131,WILLOW SPRINGS R-IV,4040,WILLOW SPRINGS ELEM.,2.00,56979,45.62,37476,37203,11.6,40.8
2015,046131,WILLOW SPRINGS R-IV,4040,WILLOW SPRINGS ELEM.,2.00,52330,46.62,37705,37422,11.5,37.8
2016,046131,WILLOW SPRINGS R-IV,4040,WILLOW SPRINGS ELEM.,2.00,55289,46.51,38620,38455,12.3,37.6
2017,046131,WILLOW SPRINGS R-IV,4040,WILLOW SPRINGS ELEM.,2.00,57126,46.62,40566,40400,12.7,37.8
2018,046131,WILLOW SPRINGS R-IV,4040,WILLOW SPRINGS ELEM.,2.00,57778,48.63,39802,39671,13.2,32.9
2019,046131,WILLOW SPRINGS R-IV,4040,WILLOW SPRINGS ELEM.,1.95,65338,47.63,41088,41076,13,29.4
2012,046132,RICHARDS R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2013,046132,RICHARDS R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2014,046132,RICHARDS R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2015,046132,RICHARDS R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2016,046132,RICHARDS R-V,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2017,046132,RICHARDS R-V,1000,CENTRAL OFFICE,1.00,49444,0.00,0,0,0,0
2018,046132,RICHARDS R-V,1000,CENTRAL OFFICE,1.00,50277,0.00,0,0,0,0
2019,046132,RICHARDS R-V,1000,CENTRAL OFFICE,1.00,51389,0.00,0,0,0,0
2012,046132,RICHARDS R-V,4020,RICHARDS ELEM.,3.00,70908,27.74,37692,36696,15.2,58.5
2013,046132,RICHARDS R-V,4020,RICHARDS ELEM.,3.00,60000,27.74,38570,37606,16.1,62.1
2014,046132,RICHARDS R-V,4020,RICHARDS ELEM.,4.00,56743,26.46,39397,38235,15.5,56.7
2015,046132,RICHARDS R-V,4020,RICHARDS ELEM.,3.50,69370,26.50,39405,38482,15.1,54.7
2016,046132,RICHARDS R-V,4020,RICHARDS ELEM.,3.50,71001,27.50,39644,38742,14.9,60
2017,046132,RICHARDS R-V,4020,RICHARDS ELEM.,3.50,74845,25.50,40574,39525,15,56.9
2018,046132,RICHARDS R-V,4020,RICHARDS ELEM.,3.50,78077,24.50,38664,37511,11.7,42.9
2019,046132,RICHARDS R-V,4020,RICHARDS ELEM.,3.50,76933,25.00,39215,38078,11.9,40
2012,046134,WEST PLAINS R-VII,1000,CENTRAL OFFICE,4.85,100607,0.00,0,0,0,0
2013,046134,WEST PLAINS R-VII,1000,CENTRAL OFFICE,4.85,102904,0.00,0,0,0,0
2014,046134,WEST PLAINS R-VII,1000,CENTRAL OFFICE,5.75,105139,0.00,0,0,0,0
2015,046134,WEST PLAINS R-VII,1000,CENTRAL OFFICE,5.20,117710,0.00,0,0,0,0
2016,046134,WEST PLAINS R-VII,1000,CENTRAL OFFICE,5.85,106057,0.00,0,0,0,0
2017,046134,WEST PLAINS R-VII,1000,CENTRAL OFFICE,6.00,107248,0.00,0,0,0,0
2018,046134,WEST PLAINS R-VII,1000,CENTRAL OFFICE,6.00,108682,0.00,0,0,0,0
2019,046134,WEST PLAINS R-VII,1000,CENTRAL OFFICE,6.00,112021,0.00,0,0,0,0
2012,046134,WEST PLAINS R-VII,1050,WEST PLAINS SR. HIGH,3.86,78442,61.61,48698,46296,15.8,69.7
2013,046134,WEST PLAINS R-VII,1050,WEST PLAINS SR. HIGH,4.00,79909,63.63,47549,45636,16.5,73.6
2014,046134,WEST PLAINS R-VII,1050,WEST PLAINS SR. HIGH,3.00,86223,63.41,47909,45402,15.8,67.9
2015,046134,WEST PLAINS R-VII,1050,WEST PLAINS SR. HIGH,3.00,88322,58.39,48640,46274,16.4,69.8
2016,046134,WEST PLAINS R-VII,1050,WEST PLAINS SR. HIGH,3.00,90042,59.15,49366,46829,16.2,69.6
2017,046134,WEST PLAINS R-VII,1050,WEST PLAINS SR. HIGH,3.00,91763,59.21,48149,46085,15.6,71.5
2018,046134,WEST PLAINS R-VII,1050,WEST PLAINS SR. HIGH,3.00,96351,58.44,47323,45132,15.1,66
2019,046134,WEST PLAINS R-VII,1050,WEST PLAINS SR. HIGH,3.00,100634,60.80,48284,46070,15.2,61.6
2012,046134,WEST PLAINS R-VII,1100,SOUTH CENTRAL CAREER CTR.,1.00,81609,17.40,40007,38299,10.3,16.8
2013,046134,WEST PLAINS R-VII,1100,SOUTH CENTRAL CAREER CTR.,1.00,95210,16.04,42741,41152,10.6,31.2
2014,046134,WEST PLAINS R-VII,1100,SOUTH CENTRAL CAREER CTR.,2.00,83939,14.21,43902,41886,11.2,24.6
2015,046134,WEST PLAINS R-VII,1100,SOUTH CENTRAL CAREER CTR.,2.00,86028,15.92,44523,42446,11.8,22
2016,046134,WEST PLAINS R-VII,1100,SOUTH CENTRAL CAREER CTR.,2.00,87749,17.91,44954,43344,12.6,23.5
2017,046134,WEST PLAINS R-VII,1100,SOUTH CENTRAL CAREER CTR.,2.00,89470,15.17,48462,46437,13.3,22.1
2018,046134,WEST PLAINS R-VII,1100,SOUTH CENTRAL CAREER CTR.,2.00,91190,17.03,46101,44187,14,28.1
2019,046134,WEST PLAINS R-VII,1100,SOUTH CENTRAL CAREER CTR.,2.00,95004,15.70,45813,43502,11,20.8
2012,046134,WEST PLAINS R-VII,3000,WEST PLAINS MIDDLE,2.00,70558,36.84,45154,43596,15,57.8
2013,046134,WEST PLAINS R-VII,3000,WEST PLAINS MIDDLE,2.00,79058,38.06,44088,42517,13.3,64.3
2014,046134,WEST PLAINS R-VII,3000,WEST PLAINS MIDDLE,2.00,72804,37.16,45062,43028,13.5,64.4
2015,046134,WEST PLAINS R-VII,3000,WEST PLAINS MIDDLE,2.00,74844,38.16,44086,42396,12.9,62.7
2016,046134,WEST PLAINS R-VII,3000,WEST PLAINS MIDDLE,2.00,77426,36.03,45301,43132,13.5,64.7
2017,046134,WEST PLAINS R-VII,3000,WEST PLAINS MIDDLE,2.00,79146,37.73,44645,42738,13.1,60.6
2018,046134,WEST PLAINS R-VII,3000,WEST PLAINS MIDDLE,2.00,80867,37.28,43941,42067,12.1,59.1
2019,046134,WEST PLAINS R-VII,3000,WEST PLAINS MIDDLE,2.00,76784,40.14,43062,41238,10.5,43.5
2012,046134,WEST PLAINS R-VII,4030,WEST PLAINS ELEM.,2.00,67307,52.04,45180,44454,15.7,59.1
2013,046134,WEST PLAINS R-VII,4030,WEST PLAINS ELEM.,2.00,74808,50.72,44232,44178,14.8,75.8
2014,046134,WEST PLAINS R-VII,4030,WEST PLAINS ELEM.,2.15,67804,52.70,43764,43674,13.9,71.5
2015,046134,WEST PLAINS R-VII,4030,WEST PLAINS ELEM.,2.15,69823,54.22,44284,44243,14.5,72.3
2016,046134,WEST PLAINS R-VII,4030,WEST PLAINS ELEM.,2.15,71543,53.37,42891,42755,12.3,68.1
2017,046134,WEST PLAINS R-VII,4030,WEST PLAINS ELEM.,2.00,68823,54.78,43212,42976,12.3,67.1
2018,046134,WEST PLAINS R-VII,4030,WEST PLAINS ELEM.,2.00,70543,58.50,42871,42722,12.9,64.1
2019,046134,WEST PLAINS R-VII,4030,WEST PLAINS ELEM.,3.00,70285,60.90,44434,44143,12.7,65.5
2012,046134,WEST PLAINS R-VII,5000,SOUTH FORK ELEM.,1.00,61207,10.47,39361,38736,7.4,22.2
2013,046134,WEST PLAINS R-VII,5000,SOUTH FORK ELEM.,1.00,69707,11.96,40750,39114,9.1,52.3
2014,046134,WEST PLAINS R-VII,5000,SOUTH FORK ELEM.,1.00,71947,12.08,42431,40596,11.1,75.2
2015,046134,WEST PLAINS R-VII,5000,SOUTH FORK ELEM.,1.00,73984,10.79,42062,40096,10.1,81.5
2016,046134,WEST PLAINS R-VII,5000,SOUTH FORK ELEM.,1.00,75705,12.13,43830,41978,12.3,67
2017,046134,WEST PLAINS R-VII,5000,SOUTH FORK ELEM.,1.00,77425,12.29,43248,40858,11.6,59.3
2018,046134,WEST PLAINS R-VII,5000,SOUTH FORK ELEM.,1.00,79146,12.84,42553,40113,12.2,50.7
2019,046134,WEST PLAINS R-VII,5000,SOUTH FORK ELEM.,1.00,82819,13.63,42638,40505,12.6,48.6
2012,046135,GLENWOOD R-VIII,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2013,046135,GLENWOOD R-VIII,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2014,046135,GLENWOOD R-VIII,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2015,046135,GLENWOOD R-VIII,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2016,046135,GLENWOOD R-VIII,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2017,046135,GLENWOOD R-VIII,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2018,046135,GLENWOOD R-VIII,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2019,046135,GLENWOOD R-VIII,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2012,046135,GLENWOOD R-VIII,4020,GLENWOOD ELEM.,2.50,66760,22.20,35275,34522,13.3,38.3
2013,046135,GLENWOOD R-VIII,4020,GLENWOOD ELEM.,2.50,68760,21.70,35219,34409,14.1,36.9
2014,046135,GLENWOOD R-VIII,4020,GLENWOOD ELEM.,2.50,73154,21.20,36141,35255,13.5,30.7
2015,046135,GLENWOOD R-VIII,4020,GLENWOOD ELEM.,2.50,74430,22.20,36511,35665,13.4,29.3
2016,046135,GLENWOOD R-VIII,4020,GLENWOOD ELEM.,2.50,76318,22.00,37120,36186,12.7,45.5
2017,046135,GLENWOOD R-VIII,4020,GLENWOOD ELEM.,3.50,69370,24.00,35747,34800,10.9,33.3
2018,046135,GLENWOOD R-VIII,4020,GLENWOOD ELEM.,4.00,69326,22.00,37524,36423,12.2,40.9
